FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,63410382,4,1,4,1,1,4,1,7/10/19,1599,2.28571428571429
Autistica - Organisational Culture,30,61657100,1,1,4,1,4,4,1,7/10/19,1600,2.28571428571429
Autistica - Organisational Culture,30,22222222,1,1,4,4,1,4,4,7/30/19,1601,2.71428571428571
Autistica - Organisational Culture,30,11111111,1,1,1,1,4,4,1,7/30/19,1602,1.85714285714286
Autistica - Organisational Culture,30,12077101,1,1,1,4,4,1,1,7/30/19,1603,1.85714285714286
Autistica - Organisational Culture,30,38961843,1,1,4,1,4,1,4,7/30/19,1604,2.28571428571429
Autistica - Organisational Culture,30,67611589,1,4,4,4,1,4,4,7/30/19,1605,3.14285714285714
Autistica - Organisational Culture,30,32500162,1,1,4,4,4,1,1,7/30/19,1606,2.28571428571429
Autistica - Organisational Culture,30,90705766,2,1,4,1,1,4,1,7/30/19,1607,2
Autistica - Organisational Culture,30,46465154,4,1,1,4,4,4,4,7/30/19,1608,3.14285714285714
Autistica - Organisational Culture,30,36480781,2,4,1,1,4,4,1,7/30/19,1609,2.42857142857143
Autistica - Organisational Culture,30,86004302,1,1,4,4,1,1,4,7/30/19,1610,2.28571428571429
Autistica - Organisational Culture,30,74046800,1,4,4,1,4,1,1,7/30/19,1611,2.28571428571429
Autistica - Organisational Culture,30,67512682,2,4,4,1,1,1,1,7/30/19,1612,2
Autistica - Organisational Culture,30,87436666,1,4,1,1,4,4,1,7/30/19,1613,2.28571428571429
Autistica - Organisational Culture,30,28755653,1,1,1,4,4,1,4,7/30/19,1614,2.28571428571429
Autistica - Organisational Culture,30,66722819,2,1,1,4,1,4,4,7/30/19,1615,2.42857142857143
Autistica - Organisational Culture,30,65438804,4,1,4,1,1,1,4,7/30/19,1616,2.28571428571429
Autistica - Organisational Culture,30,15938146,1,1,1,1,4,4,4,7/30/19,1617,2.28571428571429
Autistica - Organisational Culture,30,37603401,1,1,4,4,1,1,1,7/30/19,1618,1.85714285714286
Autistica - Organisational Culture,30,23337145,2,4,1,4,4,1,4,7/30/19,1619,2.85714285714286
Autistica - Organisational Culture,30,99599196,4,1,4,4,1,1,1,7/30/19,1620,2.28571428571429
Autistica - Organisational Culture,30,25718877,1,4,1,1,4,4,1,7/30/19,1621,2.28571428571429
Autistica - Organisational Culture,30,97909632,1,4,1,1,4,1,1,7/30/19,1622,1.85714285714286
Autistica - Organisational Culture,30,40268226,1,1,4,1,1,4,4,7/30/19,1623,2.28571428571429
Autistica - Organisational Culture,30,63985686,2,4,1,1,4,4,4,7/30/19,1624,2.85714285714286
Autistica - Organisational Culture,30,63237915,1,1,1,1,1,4,1,7/30/19,1625,1.42857142857143
Autistica - Organisational Culture,30,50544037,1,4,4,1,1,4,1,7/30/19,1626,2.28571428571429
Autistica - Organisational Culture,30,14286843,1,4,4,4,1,4,4,7/30/19,1627,3.14285714285714
Autistica - Organisational Culture,30,53175760,1,1,4,1,1,4,1,7/30/19,1628,1.85714285714286
Autistica - Organisational Culture,30,56361261,4,4,1,4,1,4,1,7/30/19,1629,2.71428571428571
Autistica - Organisational Culture,30,66411825,2,1,4,1,1,1,1,7/30/19,1630,1.57142857142857
Autistica - Organisational Culture,30,34060153,1,1,1,4,4,1,4,7/30/19,1631,2.28571428571429
Autistica - Organisational Culture,30,11168511,1,4,4,4,4,1,1,7/30/19,1632,2.71428571428571
Autistica - Organisational Culture,30,85920205,2,4,1,1,4,4,1,7/30/19,1633,2.42857142857143
Autistica - Organisational Culture,30,83766303,1,4,1,1,1,4,4,7/30/19,1634,2.28571428571429
Autistica - Organisational Culture,30,64793738,1,1,1,4,4,4,4,7/30/19,1635,2.71428571428571
Autistica - Organisational Culture,30,59096037,1,4,1,1,1,1,4,7/30/19,1636,1.85714285714286
Autistica - Organisational Culture,30,77773077,4,4,4,4,1,1,1,7/30/19,1637,2.71428571428571
Autistica - Organisational Culture,30,47375033,4,1,4,4,1,1,4,7/30/19,1638,2.71428571428571
Autistica - Organisational Culture,30,39847852,1,1,4,1,4,1,1,7/30/19,1639,1.85714285714286
Autistica - Organisational Culture,30,68971632,1,1,1,1,1,1,4,7/30/19,1640,1.42857142857143
Autistica - Organisational Culture,30,22090963,2,4,4,4,4,4,1,7/30/19,1641,3.28571428571429
Autistica - Organisational Culture,30,60377624,1,1,1,4,4,4,4,7/30/19,1642,2.71428571428571
Autistica - Organisational Culture,30,30738880,1,4,4,4,1,1,4,7/30/19,1643,2.71428571428571
Autistica - Organisational Culture,30,86589369,2,4,4,4,4,4,4,7/30/19,1644,3.71428571428571
Autistica - Organisational Culture,30,66155821,1,4,1,4,4,1,4,7/30/19,1645,2.71428571428571
Autistica - Organisational Culture,30,61677296,4,4,1,4,1,1,1,7/30/19,1646,2.28571428571429
Autistica - Organisational Culture,30,56419454,2,1,1,1,1,1,1,7/30/19,1647,1.14285714285714
Autistica - Organisational Culture,30,86397034,4,4,4,4,1,1,4,7/30/19,1648,3.14285714285714
Autistica - Organisational Culture,30,41455969,1,4,4,4,1,1,4,7/30/19,1649,2.71428571428571
Autistica - Organisational Culture,30,23394144,1,4,1,4,4,1,1,7/30/19,1650,2.28571428571429
Autistica - Organisational Culture,30,21326904,1,4,1,4,1,4,4,7/30/19,1651,2.71428571428571
Autistica - Organisational Culture,30,44980497,1,4,1,1,4,4,4,7/30/19,1652,2.71428571428571
Autistica - Organisational Culture,30,38982647,1,4,1,4,4,1,1,7/30/19,1653,2.28571428571429
Autistica - Organisational Culture,30,80484260,2,1,4,1,4,1,4,7/30/19,1654,2.42857142857143
Autistica - Organisational Culture,30,24052776,4,4,1,4,1,1,1,7/30/19,1655,2.28571428571429
Autistica - Organisational Culture,30,70538701,2,4,1,1,4,1,1,7/30/19,1656,2
Autistica - Organisational Culture,30,89804580,2,4,4,4,4,1,1,7/30/19,1657,2.85714285714286
Autistica - Organisational Culture,30,17191527,4,4,1,4,4,1,1,7/30/19,1658,2.71428571428571
Autistica - Organisational Culture,30,12248148,4,1,4,1,1,1,1,7/30/19,1659,1.85714285714286
Autistica - Organisational Culture,30,14567809,1,1,4,4,1,1,4,7/30/19,1660,2.28571428571429
Autistica - Organisational Culture,30,53779464,1,4,4,1,4,1,1,7/30/19,1661,2.28571428571429
Autistica - Organisational Culture,30,97777931,1,4,1,4,1,1,1,7/30/19,1662,1.85714285714286
Autistica - Organisational Culture,30,99713717,1,1,4,4,4,4,4,7/30/19,1663,3.14285714285714
Autistica - Organisational Culture,30,93466703,1,1,4,4,4,4,1,7/30/19,1664,2.71428571428571
Autistica - Organisational Culture,30,37419497,1,1,1,1,4,4,1,7/30/19,1665,1.85714285714286
Autistica - Organisational Culture,30,35358065,1,1,1,1,4,1,4,7/30/19,1666,1.85714285714286
Autistica - Organisational Culture,30,86131995,1,4,1,1,4,1,1,7/30/19,1667,1.85714285714286
Autistica - Organisational Culture,30,57180656,2,1,1,1,4,1,4,7/30/19,1668,2
Autistica - Organisational Culture,30,62929404,1,1,4,1,1,4,1,7/30/19,1669,1.85714285714286
Autistica - Organisational Culture,30,30901982,1,1,1,4,1,1,1,7/30/19,1670,1.42857142857143
Autistica - Organisational Culture,30,93085379,1,1,4,1,1,1,1,7/30/19,1671,1.42857142857143
Autistica - Organisational Culture,30,77431644,1,4,1,4,1,4,4,7/30/19,1672,2.71428571428571
Autistica - Organisational Culture,30,67013133,1,1,4,1,1,4,4,7/30/19,1673,2.28571428571429
Autistica - Organisational Culture,30,13838301,1,1,1,4,4,1,4,7/30/19,1674,2.28571428571429
Autistica - Organisational Culture,30,66718298,1,4,4,4,4,1,4,7/30/19,1675,3.14285714285714
Autistica - Organisational Culture,30,24641611,4,1,1,1,4,1,1,7/30/19,1676,1.85714285714286
Autistica - Organisational Culture,30,67388864,2,1,4,1,1,1,4,7/30/19,1677,2
Autistica - Organisational Culture,30,25055544,1,4,4,4,4,4,1,7/30/19,1678,3.14285714285714
Autistica - Organisational Culture,30,24503298,1,4,1,4,4,4,1,7/30/19,1679,2.71428571428571
Autistica - Organisational Culture,30,43928283,2,1,4,4,1,1,4,7/30/19,1680,2.42857142857143
Autistica - Organisational Culture,30,19630284,1,1,4,4,1,1,4,7/30/19,1681,2.28571428571429
Autistica - Organisational Culture,30,87042105,4,1,4,4,4,1,1,7/30/19,1682,2.71428571428571
Autistica - Organisational Culture,30,71593024,1,4,4,1,1,4,1,7/30/19,1683,2.28571428571429
Autistica - Organisational Culture,30,31866214,2,1,4,4,4,1,1,7/30/19,1684,2.42857142857143
Autistica - Organisational Culture,30,97162166,1,4,1,4,1,4,4,7/30/19,1685,2.71428571428571
Autistica - Organisational Culture,30,41273901,1,4,4,1,1,1,1,7/30/19,1686,1.85714285714286
Autistica - Organisational Culture,30,43440948,2,4,4,4,4,4,1,7/30/19,1687,3.28571428571429
Autistica - Organisational Culture,30,77705205,2,4,1,4,1,1,1,7/30/19,1688,2
Autistica - Organisational Culture,30,58358243,4,4,1,1,4,4,4,7/30/19,1689,3.14285714285714
Autistica - Organisational Culture,30,47815963,4,1,4,1,1,1,1,7/30/19,1690,1.85714285714286
Autistica - Organisational Culture,30,69828639,1,4,4,1,4,1,1,7/30/19,1691,2.28571428571429
Autistica - Organisational Culture,30,38868666,1,4,4,1,1,1,1,7/30/19,1692,1.85714285714286
Autistica - Organisational Culture,30,72888018,1,1,4,4,4,4,1,7/30/19,1693,2.71428571428571
Autistica - Organisational Culture,30,43522829,1,1,4,1,4,1,4,7/30/19,1694,2.28571428571429
Autistica - Organisational Culture,30,41811454,4,1,4,1,4,4,4,7/30/19,1695,3.14285714285714
Autistica - Organisational Culture,30,40690745,4,4,4,1,4,1,1,7/30/19,1696,2.71428571428571
Autistica - Organisational Culture,30,25057429,1,1,4,4,1,1,4,7/30/19,1697,2.28571428571429
Autistica - Organisational Culture,30,39249976,1,1,1,1,1,4,4,7/30/19,1698,1.85714285714286
Autistica - Organisational Culture,30,63410382,1,4,1,4,4,4,4,7/30/19,1699,3.14285714285714
Autistica - Organisational Culture,30,61657100,2,1,1,4,1,4,1,7/30/19,1700,2
Autistica - Organisational Culture,30,22222222,4,1,4,1,1,1,1,8/1/19,1701,1.85714285714286
Autistica - Organisational Culture,30,11111111,4,1,1,4,1,4,4,8/1/19,1702,2.71428571428571
Autistica - Organisational Culture,30,12077101,4,4,4,1,1,4,1,8/1/19,1703,2.71428571428571
Autistica - Organisational Culture,30,38961843,1,1,1,1,4,1,1,8/1/19,1704,1.42857142857143
Autistica - Organisational Culture,30,67611589,2,4,4,4,4,1,4,8/1/19,1705,3.28571428571429
Autistica - Organisational Culture,30,32500162,4,4,4,1,1,1,1,8/1/19,1706,2.28571428571429
Autistica - Organisational Culture,30,90705766,1,4,1,1,1,4,1,8/1/19,1707,1.85714285714286
Autistica - Organisational Culture,30,46465154,4,1,4,1,4,4,1,8/1/19,1708,2.71428571428571
Autistica - Organisational Culture,30,36480781,4,4,1,4,4,1,1,8/1/19,1709,2.71428571428571
Autistica - Organisational Culture,30,86004302,4,4,4,4,1,1,1,8/1/19,1710,2.71428571428571
Autistica - Organisational Culture,30,74046800,4,1,1,4,1,1,1,8/1/19,1711,1.85714285714286
Autistica - Organisational Culture,30,67512682,1,4,1,4,4,4,4,8/1/19,1712,3.14285714285714
Autistica - Organisational Culture,30,87436666,4,1,1,1,1,4,4,8/1/19,1713,2.28571428571429
Autistica - Organisational Culture,30,28755653,1,4,4,1,1,4,1,8/1/19,1714,2.28571428571429
Autistica - Organisational Culture,30,66722819,1,4,1,1,1,4,4,8/1/19,1715,2.28571428571429
Autistica - Organisational Culture,30,65438804,4,4,1,4,4,1,4,8/1/19,1716,3.14285714285714
Autistica - Organisational Culture,30,15938146,1,4,1,1,4,4,4,8/1/19,1717,2.71428571428571
Autistica - Organisational Culture,30,37603401,2,4,1,4,4,4,4,8/1/19,1718,3.28571428571429
Autistica - Organisational Culture,30,23337145,4,1,4,4,4,1,4,8/1/19,1719,3.14285714285714
Autistica - Organisational Culture,30,99599196,1,4,1,1,4,1,1,8/1/19,1720,1.85714285714286
Autistica - Organisational Culture,30,25718877,1,4,4,4,1,4,4,8/1/19,1721,3.14285714285714
Autistica - Organisational Culture,30,97909632,1,4,1,1,1,4,1,8/1/19,1722,1.85714285714286
Autistica - Organisational Culture,30,40268226,2,4,4,4,4,1,1,8/1/19,1723,2.85714285714286
Autistica - Organisational Culture,30,63985686,1,4,1,4,4,1,4,8/1/19,1724,2.71428571428571
Autistica - Organisational Culture,30,63237915,4,4,1,4,1,4,1,8/1/19,1725,2.71428571428571
Autistica - Organisational Culture,30,50544037,1,1,4,1,1,1,4,8/1/19,1726,1.85714285714286
Autistica - Organisational Culture,30,14286843,4,1,4,1,4,1,4,8/1/19,1727,2.71428571428571
Autistica - Organisational Culture,30,53175760,2,1,1,4,4,1,1,8/1/19,1728,2
Autistica - Organisational Culture,30,56361261,1,4,4,1,4,1,1,8/1/19,1729,2.28571428571429
Autistica - Organisational Culture,30,66411825,2,4,1,4,4,1,4,8/1/19,1730,2.85714285714286
Autistica - Organisational Culture,30,34060153,4,4,4,1,1,4,4,8/1/19,1731,3.14285714285714
Autistica - Organisational Culture,30,11168511,4,1,1,4,1,1,1,8/1/19,1732,1.85714285714286
Autistica - Organisational Culture,30,85920205,2,4,4,1,4,4,1,8/1/19,1733,2.85714285714286
Autistica - Organisational Culture,30,83766303,1,1,4,1,4,1,1,8/1/19,1734,1.85714285714286
Autistica - Organisational Culture,30,64793738,2,4,1,4,4,1,4,8/1/19,1735,2.85714285714286
Autistica - Organisational Culture,30,59096037,4,4,1,1,1,1,4,8/1/19,1736,2.28571428571429
Autistica - Organisational Culture,30,77773077,1,4,4,4,4,4,4,8/1/19,1737,3.57142857142857
Autistica - Organisational Culture,30,47375033,1,4,1,4,1,1,4,8/1/19,1738,2.28571428571429
Autistica - Organisational Culture,30,39847852,4,4,4,1,1,4,4,8/1/19,1739,3.14285714285714
Autistica - Organisational Culture,30,68971632,2,4,1,4,4,1,1,8/1/19,1740,2.42857142857143
Autistica - Organisational Culture,30,22090963,2,1,1,4,1,4,1,8/1/19,1741,2
Autistica - Organisational Culture,30,60377624,1,4,1,1,4,1,4,8/1/19,1742,2.28571428571429
Autistica - Organisational Culture,30,30738880,1,4,4,4,1,1,1,8/1/19,1743,2.28571428571429
Autistica - Organisational Culture,30,86589369,2,1,1,1,4,4,4,8/1/19,1744,2.42857142857143
Autistica - Organisational Culture,30,66155821,1,1,1,1,4,1,1,8/1/19,1745,1.42857142857143
Autistica - Organisational Culture,30,61677296,2,4,4,1,1,4,1,8/1/19,1746,2.42857142857143
Autistica - Organisational Culture,30,56419454,4,4,1,4,4,1,1,8/1/19,1747,2.71428571428571
Autistica - Organisational Culture,30,86397034,2,4,1,4,1,4,4,8/1/19,1748,2.85714285714286
Autistica - Organisational Culture,30,41455969,1,1,4,4,4,4,4,8/1/19,1749,3.14285714285714
Autistica - Organisational Culture,30,23394144,4,1,1,1,4,1,4,8/1/19,1750,2.28571428571429
Autistica - Organisational Culture,30,21326904,1,4,4,4,4,1,4,8/1/19,1751,3.14285714285714
Autistica - Organisational Culture,30,44980497,4,4,1,1,4,4,4,8/1/19,1752,3.14285714285714
Autistica - Organisational Culture,30,38982647,2,1,4,1,4,1,1,8/1/19,1753,2
Autistica - Organisational Culture,30,80484260,1,1,1,4,4,4,1,8/1/19,1754,2.28571428571429
Autistica - Organisational Culture,30,24052776,2,4,1,4,4,1,1,8/1/19,1755,2.42857142857143
Autistica - Organisational Culture,30,70538701,4,1,1,1,1,4,4,8/1/19,1756,2.28571428571429
Autistica - Organisational Culture,30,89804580,1,1,1,1,1,1,4,8/1/19,1757,1.42857142857143
Autistica - Organisational Culture,30,17191527,4,4,4,1,4,1,1,8/1/19,1758,2.71428571428571
Autistica - Organisational Culture,30,12248148,1,4,1,1,4,1,4,8/1/19,1759,2.28571428571429
Autistica - Organisational Culture,30,14567809,1,1,1,4,1,1,1,8/1/19,1760,1.42857142857143
Autistica - Organisational Culture,30,53779464,4,4,4,4,4,4,4,8/1/19,1761,4
Autistica - Organisational Culture,30,97777931,1,4,1,1,4,1,1,8/1/19,1762,1.85714285714286
Autistica - Organisational Culture,30,99713717,1,4,4,1,1,4,1,8/1/19,1763,2.28571428571429
Autistica - Organisational Culture,30,93466703,1,1,4,4,4,4,4,8/1/19,1764,3.14285714285714
Autistica - Organisational Culture,30,37419497,4,4,4,1,4,1,1,8/1/19,1765,2.71428571428571
Autistica - Organisational Culture,30,35358065,1,4,1,4,1,4,4,8/1/19,1766,2.71428571428571
Autistica - Organisational Culture,30,86131995,1,1,1,1,4,4,1,8/1/19,1767,1.85714285714286
Autistica - Organisational Culture,30,57180656,1,1,4,4,1,4,1,8/1/19,1768,2.28571428571429
Autistica - Organisational Culture,30,62929404,4,4,4,4,4,4,4,8/1/19,1769,4
Autistica - Organisational Culture,30,30901982,2,4,1,1,1,1,1,8/1/19,1770,1.57142857142857
Autistica - Organisational Culture,30,93085379,2,4,4,4,1,4,4,8/1/19,1771,3.28571428571429
Autistica - Organisational Culture,30,77431644,1,4,1,1,1,4,4,8/1/19,1772,2.28571428571429
Autistica - Organisational Culture,30,67013133,1,1,4,4,1,1,1,8/1/19,1773,1.85714285714286
Autistica - Organisational Culture,30,13838301,4,1,1,4,1,4,4,8/1/19,1774,2.71428571428571
Autistica - Organisational Culture,30,66718298,2,1,1,1,4,4,4,8/1/19,1775,2.42857142857143
Autistica - Organisational Culture,30,24641611,1,4,4,4,1,4,1,8/1/19,1776,2.71428571428571
Autistica - Organisational Culture,30,67388864,2,1,4,1,4,1,1,8/1/19,1777,2
Autistica - Organisational Culture,30,25055544,1,1,4,1,4,4,1,8/1/19,1778,2.28571428571429
Autistica - Organisational Culture,30,24503298,4,4,1,1,1,1,4,8/1/19,1779,2.28571428571429
Autistica - Organisational Culture,30,43928283,2,4,1,1,4,1,4,8/1/19,1780,2.42857142857143
Autistica - Organisational Culture,30,19630284,1,4,1,1,4,4,1,8/1/19,1781,2.28571428571429
Autistica - Organisational Culture,30,87042105,1,1,4,4,4,4,4,8/1/19,1782,3.14285714285714
Autistica - Organisational Culture,30,71593024,1,1,1,1,1,1,1,8/1/19,1783,1
Autistica - Organisational Culture,30,31866214,1,4,4,4,1,4,4,8/1/19,1784,3.14285714285714
Autistica - Organisational Culture,30,97162166,1,1,1,1,1,1,4,8/1/19,1785,1.42857142857143
Autistica - Organisational Culture,30,41273901,1,4,4,1,1,1,1,8/1/19,1786,1.85714285714286
Autistica - Organisational Culture,30,43440948,1,1,1,1,4,4,1,8/1/19,1787,1.85714285714286
Autistica - Organisational Culture,30,77705205,2,1,1,1,4,4,1,8/1/19,1788,2
Autistica - Organisational Culture,30,58358243,4,1,1,1,4,4,4,8/1/19,1789,2.71428571428571
Autistica - Organisational Culture,30,47815963,1,1,1,4,4,4,4,8/1/19,1790,2.71428571428571
Autistica - Organisational Culture,30,69828639,1,4,1,4,1,4,4,8/1/19,1791,2.71428571428571
Autistica - Organisational Culture,30,38868666,4,1,4,1,1,1,4,8/1/19,1792,2.28571428571429
Autistica - Organisational Culture,30,72888018,1,1,4,1,4,1,4,8/1/19,1793,2.28571428571429
Autistica - Organisational Culture,30,43522829,4,4,4,4,4,1,4,8/1/19,1794,3.57142857142857
Autistica - Organisational Culture,30,41811454,2,4,1,4,1,1,4,8/1/19,1795,2.42857142857143
Autistica - Organisational Culture,30,40690745,1,4,4,4,4,4,1,8/1/19,1796,3.14285714285714
Autistica - Organisational Culture,30,25057429,2,4,4,1,1,1,1,8/1/19,1797,2
Autistica - Organisational Culture,30,39249976,2,4,1,4,4,4,4,8/1/19,1798,3.28571428571429
Autistica - Organisational Culture,30,63410382,2,4,1,4,1,4,4,8/1/19,1799,2.85714285714286
Autistica - Organisational Culture,30,61657100,2,1,1,4,1,1,4,8/1/19,1800,2
Autistica - Organisational Culture,30,22222222,1,1,1,1,1,4,1,8/14/19,1801,1.42857142857143
Autistica - Organisational Culture,30,11111111,1,4,1,1,4,4,4,8/14/19,1802,2.71428571428571
Autistica - Organisational Culture,30,12077101,1,1,4,4,4,4,4,8/14/19,1803,3.14285714285714
Autistica - Organisational Culture,30,38961843,1,4,4,1,1,4,1,8/14/19,1804,2.28571428571429
Autistica - Organisational Culture,30,67611589,4,4,1,4,1,1,1,8/14/19,1805,2.28571428571429
Autistica - Organisational Culture,30,32500162,1,1,4,1,4,1,1,8/14/19,1806,1.85714285714286
Autistica - Organisational Culture,30,90705766,2,1,4,1,4,1,1,8/14/19,1807,2
Autistica - Organisational Culture,30,46465154,4,1,4,1,4,4,1,8/14/19,1808,2.71428571428571
Autistica - Organisational Culture,30,36480781,1,1,4,4,1,4,1,8/14/19,1809,2.28571428571429
Autistica - Organisational Culture,30,86004302,2,1,1,4,4,1,4,8/14/19,1810,2.42857142857143
Autistica - Organisational Culture,30,74046800,2,4,4,4,4,4,1,8/14/19,1811,3.28571428571429
Autistica - Organisational Culture,30,67512682,1,4,4,1,4,1,4,8/14/19,1812,2.71428571428571
Autistica - Organisational Culture,30,87436666,2,4,1,4,4,4,4,8/14/19,1813,3.28571428571429
Autistica - Organisational Culture,30,28755653,4,4,1,1,4,1,1,8/14/19,1814,2.28571428571429
Autistica - Organisational Culture,30,66722819,1,1,1,1,1,1,4,8/14/19,1815,1.42857142857143
Autistica - Organisational Culture,30,65438804,1,4,4,4,4,1,1,8/14/19,1816,2.71428571428571
Autistica - Organisational Culture,30,15938146,2,1,4,1,1,1,4,8/14/19,1817,2
Autistica - Organisational Culture,30,37603401,1,1,4,1,4,1,4,8/14/19,1818,2.28571428571429
Autistica - Organisational Culture,30,23337145,4,1,1,4,1,1,4,8/14/19,1819,2.28571428571429
