FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,62929404,My manager often criticises me,I had a meeting with my boss to change the lighting and it was changed,Here are some things that have helped Avoiding physical contact if requested (e.g. no handshakes),I watched a film about: bad parenting,I think there should be more research in to employment opportunities,10/1/19,2369
Autistica - Adjustments,7,30901982,Not sure what to say,I had a meeting with my boss to change the lighting and it was changed,Some things which I have tried are: A team culture of not eating lunch at desks,My friend told me about another friend who said that:  a mathematic genius,I think there should be better pathways to requesting adjustments,10/1/19,2370
Autistica - Adjustments,7,93085379,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,My typing speed has increased a lot,I have tried the following: Repositioning of desk (e.g. in corner to avoid being startled),I watched a film about: superior focus,Visualisations are nice,10/1/19,2371
Autistica - Adjustments,7,77431644,My manager sucks,I managed my anxiety before a big presentation better,I have requested this: Ear defenders,I watched a film about: superior focus,I think there should be more research in to employment opportunities,10/1/19,2372
Autistica - Adjustments,7,67013133,I asked for instructions to be written down but they are still provided verbally,I was praised by my coworkers but not my manager,What has really helped is: Communication devices (e.g. a slider on desk to indicate when working from home).,I saw a story about a: low income and employment for autistic people,Visualisations are nice,10/1/19,2373
Autistica - Adjustments,7,13838301,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I ate less gluten which is harder than it sounds,I have requested this: Remote working option,I watched a film about: bad parenting,Really enjoying this app,10/1/19,2374
Autistica - Adjustments,7,66718298,I was reallocated a new desk even though I liked my old desk,I haven’t had any success,Some things which I have tried are: Minimise away days,I read a newspaper article about: low income and employment for autistic people,I would like to upgrade this app,10/1/19,2375
Autistica - Adjustments,7,24641611,My manager sucks,I was able to use text instead of speech to interact in the meeting,What has really helped is: One questions at a time,I saw a story about a: low income and employment for autistic people,I'm finding this app sort of helpful,10/1/19,2376
Autistica - Adjustments,7,67388864,I asked for instructions to be written down but they are still provided verbally,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,I have tried the following: Minimise away days,I watched a film about: low income and employment for autistic people,I'm finding this app sort of helpful,10/1/19,2377
Autistica - Adjustments,7,25055544,I had to do training on fire and safety even though I completed three months ago,I changed the way I work and it has led to more prodcutivity,Here are some things that have helped Specifying clear action points in emails so that recipients understand what is being asked of them,I read a newspaper article about: a cyber hacker,I would like to upgrade this app,10/1/19,2378
