FormName,FormFreq,Username,Know what is expected of you as a worker,Help build a team as a working unit,Determine what is expected of you on the job,"Know how things ""really work"" inside an organisation",Work under pressure,Master an organisation's slang and special jargon,Manage conflict among group members,Understand what all of the duties of your role entail,Solve new and difficult problems,Work under extreme cricumstances,Understand the politics in the organisation,Continue to learn once you're on the job,Develop cooperative working relationships with others,Invent new ways of doing things,Solve most problems even though no solution is immediately apparent,Find out exactly what a problem is when fist becoming aware of it,Listen effectively to gain information,Know an organisation's long-held traditions,Work well in situations that other people consider stressful,Understand the behaviour appropriate to your role,Challenge things that are done by the book,Learn from your mistakes,Solve problems no matter how complex,Coordinate tasks within you work group,Learn to improve on your past performance,Be sensitive to other's feelings and attitudes,Function well at work even when faced with personal difficulties,Concentrate on what someone is saying to you even though other things could distract you,Listen effectively to understand opposing points of view,Have the skills and abilities to do my job properly,Date,ID,Learning,Problemsolving,Pressure,Roleexpectations,Teamwork,Sensitivity,Workpolitics
Autistica - Work: Self Confidence,120,90705766,5,3,2,2,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,6/14/19,1207,2.25,2.5,2.5,3.25,2.5,2,2.25
Autistica - Work: Self Confidence,120,46465154,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,2,6/14/19,1208,2.25,2.666666667,2,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,36480781,2,2,2,2,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,6/14/19,1209,2.5,2.5,3,2.25,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,86004302,1,2,3,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,3,2,2,3,6/14/19,1210,2.5,2.333333333,2.5,2.25,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,74046800,2,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,6/14/19,1211,2.75,2.5,2.5,2,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,67512682,2,3,3,2,3,2,2,3,3,2,3,3,2,3,2,3,2,3,3,2,2,3,2,2,2,2,3,2,3,2,6/14/19,1212,2.25,2.333333333,2.25,2.5,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,87436666,5,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,3,3,2,3,2,2,2,2,3,2,6/14/19,1213,2,2.5,2.5,3.25,2,2.25,2.5
Autistica - Work: Self Confidence,120,28755653,5,3,2,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,2,3,3,2,3,3,2,2,2,2,6/14/19,1214,2.75,2.666666667,2.5,3,2.75,2,2.75
Autistica - Work: Self Confidence,120,66722819,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,2,3,6/14/19,1215,2.75,2.833333333,2.5,2.75,2.75,2.5,2
Autistica - Work: Self Confidence,120,65438804,1,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,3,6/14/19,1216,2.75,2.833333333,2.25,2,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,15938146,5,3,3,2,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,3,3,6/14/19,1217,2.25,3,2.75,3,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,37603401,2,2,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,3,6/14/19,1218,2.5,2.666666667,2.5,2,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,23337145,5,3,3,2,3,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,6/14/19,1219,2.5,2.5,2.25,3,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,99599196,2,2,3,3,3,3,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,6/14/19,1220,2.75,2.5,3,2.75,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,25718877,3,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,2,2,6/14/19,1221,2.25,2.833333333,3,2.5,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,97909632,5,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,2,3,3,6/14/19,1222,2.5,2.5,2.5,3.5,2.5,3,2.5
Autistica - Work: Self Confidence,120,40268226,2,3,2,2,3,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,3,2,6/14/19,1223,2.5,2.5,2.5,2.25,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,63985686,5,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,6/14/19,1224,3,2.5,3,3,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,63237915,5,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,3,3,2,2,2,6/14/19,1225,2.5,2,2.5,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,50544037,1,2,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,3,2,3,2,2,3,2,3,3,3,2,3,3,6/14/19,1226,2.75,2.166666667,2.5,2,2.75,3,2.25
Autistica - Work: Self Confidence,120,14286843,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,3,3,2,6/14/19,1227,2.5,2.666666667,3,2.25,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,53175760,5,3,3,2,3,3,3,2,2,3,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,2,3,6/14/19,1228,2.25,2.666666667,2.5,3,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,56361261,1,3,3,3,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,6/14/19,1229,2.75,2,2.5,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,66411825,3,3,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,3,2,2,3,2,6/14/19,1230,2.25,2.5,2.25,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,34060153,5,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,6/14/19,1231,2.5,2.333333333,2.5,3.25,2.5,3,2.25
Autistica - Work: Self Confidence,120,11168511,3,2,3,3,3,3,2,2,3,3,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,3,2,3,2,2,6/14/19,1232,2.5,2.666666667,2.5,3,2.25,2,2.5
Autistica - Work: Self Confidence,120,85920205,5,3,3,3,2,3,2,3,3,3,2,3,2,2,2,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,6/14/19,1233,2.25,2.5,2.75,3.5,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,83766303,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,2,3,2,2,3,2,3,3,2,3,2,2,6/14/19,1234,3,2.166666667,3,2.75,2.75,2,2.5
Autistica - Work: Self Confidence,120,64793738,5,2,2,2,3,2,3,3,2,3,3,2,2,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3,3,3,6/14/19,1235,2.75,2.5,2.75,3,2.25,2.75,2.25
Autistica - Work: Self Confidence,120,59096037,1,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,2,2,3,3,3,3,2,3,2,6/14/19,1236,2.75,2.666666667,2,2.5,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,77773077,1,3,3,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,2,3,6/14/19,1237,2.25,2.5,2.25,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,47375033,2,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,6/14/19,1238,2.5,2.333333333,2.5,2.5,2.5,2,2.25
Autistica - Work: Self Confidence,120,39847852,1,3,2,3,2,3,2,3,3,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,3,2,2,3,3,6/14/19,1239,2.25,2.5,2.75,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,68971632,5,3,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,6/14/19,1240,2.5,2.833333333,2.5,3.25,2.75,3,2.75
Autistica - Work: Self Confidence,120,22090963,1,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,3,3,6/14/19,1241,2.75,2.166666667,2.25,2,2.5,2.75,3
Autistica - Work: Self Confidence,120,60377624,1,3,2,2,3,2,3,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,6/14/19,1242,2.5,2.666666667,2.75,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,30738880,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,6/14/19,1243,2.5,2.833333333,2.75,2.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,86589369,3,3,2,3,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,6/14/19,1244,3,2.5,2.25,2.75,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,66155821,3,3,3,2,3,2,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,6/14/19,1245,2.25,2.333333333,2.25,2.75,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,61677296,1,3,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,3,6/14/19,1246,2.5,3,2.25,1.75,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,56419454,2,2,3,2,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,2,6/14/19,1247,2.5,2.333333333,2.25,2.75,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,86397034,2,2,2,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,6/14/19,1248,2.25,2.166666667,2.5,2.25,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,41455969,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,2,2,3,3,2,3,2,2,2,6/14/19,1249,2.5,2.666666667,2.25,2.5,3,2.25,3
Autistica - Work: Self Confidence,120,23394144,5,2,2,3,3,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,6/14/19,1250,2.75,2.5,2.25,2.75,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,21326904,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,3,3,2,6/14/19,1251,2,2,2.75,2.75,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,44980497,3,3,3,2,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,6/14/19,1252,2.5,2.333333333,2.5,2.5,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,38982647,5,2,3,3,3,3,2,3,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,3,6/14/19,1253,2.75,2.333333333,2.25,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,80484260,2,2,3,2,3,3,2,2,2,2,3,3,2,3,3,2,3,3,2,3,2,3,2,3,3,2,3,3,3,3,6/14/19,1254,2.25,2.666666667,3,2.25,2.5,3,2.25
Autistica - Work: Self Confidence,120,24052776,1,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,2,6/14/19,1255,2.75,2.333333333,2.25,2,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,70538701,1,2,2,2,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,6/14/19,1256,2.75,2.333333333,2.75,2,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,89804580,2,3,2,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,6/14/19,1257,3,2.5,2.25,2.25,3,2.75,2.75
Autistica - Work: Self Confidence,120,17191527,3,2,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,2,6/14/19,1258,2.75,2.666666667,2.5,2.75,2.25,2,2.25
Autistica - Work: Self Confidence,120,12248148,3,3,2,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,3,2,3,2,2,2,3,3,2,2,2,3,6/14/19,1259,2.5,2.333333333,2.25,2.5,3,2.5,3
Autistica - Work: Self Confidence,120,14567809,2,2,2,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,6/14/19,1260,2.25,2.666666667,2.5,2,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,53779464,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,2,3,2,2,3,3,3,2,2,2,3,3,3,6/14/19,1261,2.5,2.666666667,2.75,2,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,97777931,5,3,2,3,2,3,2,2,3,3,2,2,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,2,3,2,6/14/19,1262,2.25,2.666666667,2.5,3,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,99713717,5,3,2,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,6/14/19,1263,2.75,2.666666667,2.25,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,93466703,1,2,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,3,3,6/14/19,1264,2.5,2.666666667,2.25,2.25,2.5,3,2.5
Autistica - Work: Self Confidence,120,37419497,5,2,2,3,2,2,3,2,2,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,3,2,3,2,6/14/19,1265,2.75,2.666666667,2,2.75,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,35358065,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,6/14/19,1266,2.75,2.5,2,2.75,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,86131995,5,2,3,2,3,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,3,2,3,3,3,2,3,2,3,3,6/14/19,1267,2.5,2.666666667,2.5,3.25,2.5,2.75,2
Autistica - Work: Self Confidence,120,57180656,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,6/14/19,1268,2.5,2.666666667,2.75,2.25,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,62929404,3,3,3,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,2,6/14/19,1269,2.5,2.333333333,3,2.5,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,30901982,1,2,3,2,3,3,2,3,2,2,3,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,3,3,6/14/19,1270,2.75,2.166666667,2.5,2,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,93085379,5,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,2,6/14/19,1271,3,2.666666667,2.5,3.25,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,77431644,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,3,6/14/19,1272,2.5,2.5,2.25,2.75,2,2.5,2
Autistica - Work: Self Confidence,120,67013133,1,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,6/14/19,1273,2.75,2.5,2.25,1.75,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,13838301,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,6/14/19,1274,2,2.333333333,2.5,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,66718298,3,3,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,2,6/14/19,1275,2.5,2.333333333,2.75,2.75,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,24641611,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,6/14/19,1276,2.5,2,2.75,2.5,2.5,2,2.75
Autistica - Work: Self Confidence,120,67388864,5,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,6/14/19,1277,2.5,2.5,2.75,3.5,2.25,2,2.75
Autistica - Work: Self Confidence,120,25055544,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,6/14/19,1278,2.5,2.333333333,2.75,3,2.75,3,2.5
Autistica - Work: Self Confidence,120,24503298,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,2,3,2,2,3,6/14/19,1279,2,2.333333333,2.25,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,43928283,5,3,2,2,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,3,2,3,2,2,3,2,2,6/14/19,1280,2.75,2.833333333,2.25,3,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,19630284,1,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,3,2,3,3,2,2,2,3,2,2,3,2,6/14/19,1281,2.5,2.5,2.25,2.5,2.25,2.25,3
Autistica - Work: Self Confidence,120,87042105,3,3,2,3,2,3,2,3,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,6/14/19,1282,2.5,2.333333333,2.75,2.25,3,2.25,2.5
Autistica - Work: Self Confidence,120,71593024,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,6/14/19,1283,2,2.333333333,2,3,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,31866214,1,3,3,2,2,3,3,2,2,2,2,3,2,3,2,2,3,2,3,2,2,3,3,3,2,2,2,2,3,3,6/14/19,1284,2.25,2.5,2.25,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,97162166,5,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,2,2,2,3,3,6/14/19,1285,2.5,2.666666667,2.5,3.25,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,41273901,5,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,3,2,3,2,2,6/14/19,1286,2.75,2,2.75,3.25,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,43440948,1,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,6/14/19,1287,3,2.5,2.5,2,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,77705205,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,3,2,3,2,6/14/19,1288,2.75,2.333333333,2.75,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,58358243,2,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,2,2,3,2,2,2,2,3,2,3,3,3,2,3,6/14/19,1289,2.5,2.666666667,2.5,2,2.25,2.5,3
Autistica - Work: Self Confidence,120,47815963,3,2,3,3,2,2,3,3,3,2,2,2,3,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,2,3,6/14/19,1290,2.25,2.333333333,2,3,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,69828639,2,3,2,3,2,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,3,2,3,3,2,2,2,3,3,2,6/14/19,1291,2.5,2.5,2.75,2.5,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,38868666,1,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,6/14/19,1292,2.5,2.666666667,2.25,2.25,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,72888018,1,3,3,3,2,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,6/14/19,1293,2.5,2.333333333,2.5,2,2.25,2,2.75
Autistica - Work: Self Confidence,120,43522829,1,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,6/14/19,1294,2.25,2.333333333,2.25,2,2,2.25,2.25
Autistica - Work: Self Confidence,120,41811454,3,2,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,6/14/19,1295,3,2.666666667,2,2.5,2.25,2.25,3
Autistica - Work: Self Confidence,120,40690745,2,3,3,3,3,2,3,3,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,3,2,6/14/19,1296,2.75,2.166666667,2.25,2.5,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,25057429,1,3,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,3,3,2,3,2,3,6/14/19,1297,2.25,2.166666667,2.5,1.75,3,2.25,2.5
Autistica - Work: Self Confidence,120,39249976,1,2,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,6/14/19,1298,2.5,2.666666667,2.5,1.75,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,63410382,1,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,3,3,2,2,6/14/19,1299,2.75,2.333333333,2.5,2,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,61657100,2,2,3,2,2,2,3,2,3,2,2,3,3,2,2,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,6/14/19,1300,2.75,2.333333333,2.25,2.75,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,22222222,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,3,2,3,3,2,3,3,2,3,2,6/30/19,1301,2.5,2.666666667,2.25,2.5,2,2.75,2.25
Autistica - Work: Self Confidence,120,11111111,2,3,3,2,3,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,6/30/19,1302,2.5,2.333333333,2.5,2.75,2.5,2,2.25
Autistica - Work: Self Confidence,120,12077101,1,3,2,2,2,3,2,2,3,2,3,3,3,3,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,2,6/30/19,1303,2.25,2.333333333,2.75,2,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,38961843,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,6/30/19,1304,3,2.666666667,2.5,2.75,3,2.25,2.25
Autistica - Work: Self Confidence,120,67611589,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,3,6/30/19,1305,2.25,2.666666667,2.5,2.25,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,32500162,1,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,2,2,6/30/19,1306,2.75,2.5,2.75,2.25,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,90705766,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,2,2,3,6/30/19,1307,2.75,2.333333333,2.75,2.75,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,46465154,1,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,2,3,2,2,2,6/30/19,1308,2.5,2.833333333,2,2,2.5,2.25,2.75
Autistica - Work: Self Confidence,120,36480781,3,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,3,2,2,3,6/30/19,1309,2.25,2.5,2,2.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,86004302,3,2,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,6/30/19,1310,2.75,2.833333333,2,2.75,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,74046800,5,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,6/30/19,1311,2.25,2.333333333,2.5,3,2.5,3,2.75
Autistica - Work: Self Confidence,120,67512682,3,2,2,2,3,2,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,6/30/19,1312,2.25,2.666666667,2,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,87436666,2,3,3,2,3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,6/30/19,1313,2.75,2.333333333,2.5,2.5,2.25,2.25,2
Autistica - Work: Self Confidence,120,28755653,5,2,2,2,2,3,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,6/30/19,1314,2.75,2.666666667,2.75,3,2,2.75,2.5
Autistica - Work: Self Confidence,120,66722819,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2,2,3,2,2,3,6/30/19,1315,2.25,2.333333333,2.5,2.5,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,65438804,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,2,6/30/19,1316,2.5,2.333333333,2.5,2.25,3,2.75,3
Autistica - Work: Self Confidence,120,15938146,5,2,2,3,3,2,3,2,2,3,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,3,2,2,6/30/19,1317,2.5,2.666666667,2.5,3,2.25,2.25,2.75
Autistica - Work: Self Confidence,120,37603401,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,6/30/19,1318,2.5,2.333333333,2.5,2.25,2.5,3,2.75
Autistica - Work: Self Confidence,120,23337145,1,2,3,2,2,3,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,2,2,3,2,3,3,3,6/30/19,1319,2.5,2.5,3,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,99599196,1,2,2,3,2,3,2,2,3,2,2,2,3,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,6/30/19,1320,2.25,2.5,2.5,2,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,25718877,5,2,2,3,2,3,3,3,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,6/30/19,1321,2.75,2.5,2.75,3,2.5,2.5,2.75
